ap_id,link,nome_bairro,algl,condo,m2tot,m2util,qts,suite,vagas,mini_desc,res_desc
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-410-bloco-d-585746,"CLN 410 Bloco D, ASA NORTE, BRASILIA",1,,,30 m²,1 Quarto,,,EXCELENTE KITNET NA ASA NORTE,"CLN 410 Bloco D Excelente kitnet com uma planta de 30m² de área privativa bem distribuídos em sala, quarto, cozinha e ba... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-ceilandia-norte-ceilandia-df-eqno-9-11-bloco-a-112458,"EQNO 9/11 BLOCO A, CEILANDIA NORTE, CEILANDIA",850,,,30 m²,1 Quarto,1 Suíte,,", ED. KATERINE PERFEITO PARA SOLTEIRO OU CASAL. PRATICO!",Apartamento de 01 quarto (2 ambientes: sala e cozinha juntas + suíte); andares residenciais; lavanderia coletiva na cobe... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-norte-aguas-claras-df-avenida-flamboyant-79300,"Avenida Flamboyant, NORTE, AGUAS CLARAS",1.7,,,36 m²,1 Quarto,1 Vaga,,"APARTAMENTO COM 1 DORMITÓRIO PARA ALUGAR, 36 M² POR R$ 2.153,50/MÊS - NORTE - ÁGUAS CLARAS/DF","Áreas comuns, Acesso para deficientes físicos, Área verde, Centro comercial, Churrasqueira, Copa, Espaço gourmet, Gerado... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-cln-110-bloco-c-628914,"CLN 110 Bloco C, ASA NORTE, BRASILIA",1.17,,,35 m²,1 Quarto,,,,"SALA, QUARTO, COZINHA, BANHEIRO COM BOX BLINDEX, PISO EM PORCELANATO ***Os valores de taxas condominiais poderão sofrer... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-norte-aguas-claras-df-rua-das-paineiras-398589,"Rua DAS PAINEIRAS, NORTE, AGUAS CLARAS",1.2,,,31 m²,1 Quarto,1 Suíte,1 Vaga,ONE MALL & RESIDENCE,"Apartamento de 1 quarto no residencial One. - Cozinha com cooktop, armários e máquina de lavar roupa lava e seca. - Sala... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-shs-quadra-2-246112,"SHS Quadra 2, ASA SUL, BRASILIA",1.5,,,45 m²,1 Quarto,,,SEUS MOMENTOS JÁ ESTÃO ESPERANDO POR VOCÊ.,"Flat residencial para alugar no Saint Paul, SHS Quadra 2, Asa Sul, Brasília. 3 coisas que mais amamos neste Flat resi... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-02-685389,"CA 02, LAGO NORTE, BRASILIA",1,,,41 m²,1 Quarto,,,MAISON DO LAGO,"KIT MOBILIADA MAISON DO LAGO: 100% revestido, guarita com portaria 24 horas, hall social decorado,circuito interno de TV... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-05-676761,"CA 05, LAGO NORTE, BRASILIA",1.5,,,33 m²,1 Quarto,,,,"Ótimo apartamento de um quarto, sala cozinha e banheiro, possibilidade de instalar ar condicionado. A unidade possui arm... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-riacho-fundo-riacho-fundo-df-cln-5-bloco-c-700574,"CLN 5 Bloco C, RIACHO FUNDO, RIACHO FUNDO",650,,,30 m²,1 Quarto,,,,"KIT COM DIVISÃO, TEM ARMÁRIOS, PRÉDIO TRANQUILO, ALUGUEL R$650,00 E CONDOMINIO R$254,88 INCLUSO A ÁGUA, VISITAS NAS TERÇ... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-taguatinga-norte-taguatinga-df-cng-1-443063,"CNG 1, TAGUATINGA NORTE, TAGUATINGA",900,,,50 m²,1 Quarto,,,LOCAÇÃO APARTAMENTO 1 QUARTO TAGUATINGA NORTE TAGUATINGA,"Apartamento de 01 quarto, sala, cozinha, banheiro social, área de serviço e varanda. Ótima localização, no Taguace... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-guara-ii-guara-df-qe-19-bloco-b-690140,"QE 19 Bloco B, GUARA II, GUARA",700,,,30 m²,1 Quarto,,,,"ALUGA-SE APARTAMENTO DE 01 QUARTO, SALA CONJUGADA COM COZINHA E BANHEIRO. LUZ INDIVIDUAL. CAESB PER CAPITA. IPTU 12,5% ... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-706-bloco-d-654894,"SCLRN 706 Bloco D, ASA NORTE, BRASILIA",950,,,33 m²,1 Quarto,,,"KITNET PARA LOCAÇÃO ASA NORTE, BRASÍLIA","Kitnet com varanda disponível na quadra SCLRN 706 Bloco D, Asa Norte, em Brasília DF. Próximo à comércio, sobreloja e co... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-rua-37-311487,"Rua 37, SUL, AGUAS CLARAS",1.35,,,33 m²,1 Quarto,1 Vaga,,"APARTAMENTO 1 QUARTO, RUA 37 SUL, ÁGUAS CLARAS, REAL CELEBRATION, ARMÁRIOS, 1 VAGA COBERTA, ANDAR AL","APARTAMENTO 1 QUARTO, RUA 37 SUL, ÁGUAS CLARAS, REAL CELEBRATION, ARMÁRIOS, 1 VAGA COBERTA, ANDAR ALTO, NASCENTE, LAZER ... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-scrn-716-bloco-b-693180,"SCRN 716 Bloco B, ASA NORTE, BRASILIA",1.25,,,30 m²,1 Quarto,,,"KITNET COM 1 DORMITÓRIO PARA ALUGAR, 30 M² POR R$ 1.250,00/MÊS - ASA NORTE - BRASÍLIA/DF",Quadra SCRN 716 Bloco B (ED. THIAGO) Excelente kitnet na Asa Norte na quadra 716 OBS: OS MÓVEIS ESTÃO INCLUSOS NA LOCA... 12/02/23
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-406-bloco-a-693656,"CLN 406 Bloco A, ASA NORTE, BRASILIA",1.2,,,32 m²,1 Quarto,,,,"Kit Studio na Asa Norte, com cozinha, quarto integrado, banheiro e localização privilegiada em quadra com ótimo comércio... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-samambaia-sul-samambaia-df-qn-312-conjunto-8-234928,"QN 312 Conjunto 8, SAMAMBAIA SUL, SAMAMBAIA",700,,,50 m²,1 Quarto,,,QN 312 CONJUNTO 08 - 01 QUARTO - EXCELENTE ESPAÇO INTERNO,QN 312 CONJUNTO 08 LOTE 02 AP 302 - 01 Quarto; - Sala; - Cozinha; - Banheiro; Excelente localização - Comercio estr... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-areal-aguas-claras-df-qs-11-conjunto-l-681858,"QS 11 Conjunto L, AREAL, AGUAS CLARAS",750,,,40 m²,1 Quarto,,,,"Apartamento na QS 11, Águas Claras/Areal! 1 quarto, 1 banheiro, cozinha americana, cerâmica, 40m², térreo. 1 unidade di... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-116-bloco-e-516460,"CLN 116 Bloco E, ASA NORTE, BRASILIA",800,,,30 m²,1 Quarto,,,ED FLAMBOYANT,"Ronald Maia Imóveis - Aluga excelente Kitinet em vão livre, com a seguinte composição; Sala ampla em vão livre; Va... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-setor-de-industrias-bernardo-sayao-nucleo-bandeirante-df-quadra-2-conjunto-b-677232,"Quadra 2 Conjunto B, SETOR DE INDUSTRIAS BERNARDO SAYAO, NUCLEO BANDEIRANTE",650,,,40 m²,1 Quarto,,,"RIOS IMÓVEIS ALUGA APARTAMENTO DE 1 QUARTO NO SETOR DE INDÚSTRIAS BERNARDO SAYÃO, NÚCLEO BANDEIRANTE","RIOS IMÓVEIS ALUGA APARTAMENTO DE 1 QUARTO LOCALIZADO NA QUADRA 2 CONJUNTO B LOTE 1-E, SIBS, NÚCLEO BANDEIRANTE/DF. FOR... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-crs-516-bloco-c-253225,"CRS 516 Bloco C, ASA SUL, BRASILIA",1.1,,,42 m²,1 Quarto,1 Suíte,,VISTA PARA AREA EXTERNA,"Apartamento de quarto, sala em L, armários, piso em cerâmica, lavabo, área de serviço, cozinha, área de serviço, piso em... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-riacho-fundo-riacho-fundo-df-qn-1-conjunto-1-653026,"QN 1 Conjunto 1, RIACHO FUNDO, RIACHO FUNDO",700,,,50 m²,1 Quarto,,,,"01 QUARTO, SALA, WC SOCIAL COM BOX EM BLINDEX, COZINHA/ÁREA DE SERVIÇOS. PISO EM CERÂMICA. PINTURA NOVA. LUZ INDIVIDUAL... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sobradinho-sobradinho-df-quadra-9-conjunto-b-690442,"Quadra 9 Conjunto B, SOBRADINHO, SOBRADINHO",650,,,50 m²,1 Quarto,,,,"APARTAMENTO PARA LOCAÇÃO QUADRA 09 SOBRADINHO-DF IMÓVEL COMPOSTO POR 01 QUARTO, SALA, COZINHA, ÁREA DE SERVIÇO E BANHEIR... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-crnw-510-bloco-a-lote-2-208580,"CRNW 510 Bloco A Lote 2, NOROESTE, BRASILIA",1.7,,,33 m²,1 Quarto,1 Vaga,,"EDIFICIO SUNSET NOROESTE ( CRNW 510 BLOCO A LOTE 2, SETOR NOROESTE - BRASÍLIA/DF)",Descrição do imóvel: - Apartamento com 33m² de área privativa; - 2º andar; - Completo de armários; - Pontos de ar condic... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-avenida-jacaranda-701965,"Avenida Jacarandá, SUL, AGUAS CLARAS",1.49,,,32 m²,1 Quarto,,,"SPOT ÁGUAS CLARAS! APTO C/ ARMÁRIOS, GARAGEM E LAZER COMPLETO",":: Spot Águas Claras! Apto c/ armários, garagem e lazer completo O APTO . 32 m2 . 1 vaga . Andar alto (11º)... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-avenida-das-araucarias-436596,"Avenida das Araucárias, SUL, AGUAS CLARAS",1.3,,,37 m²,1 Quarto,1 Vaga,,"ÓTIMO APARTAMENTO DE 01 QUARTO NA AV. ARAUCÁRIA, LOCALIZADA PRÓXIMO À UNIVERSIDADE CEUB E AO TAGUATI","-SALA, -01 QUARTO COM ARMÁRIO, -BANHEIRO SOCIAL COM ARMÁRIO, -COZINHA COM ARMÁRIO, -ÁREA DE SERVIÇO, GARAGEM, - COND... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-norte-aguas-claras-df-rua-20-696261,"Rua 20, NORTE, AGUAS CLARAS",1.2,,,34 m²,1 Quarto,1 Vaga,,EDIFÍCIO GREEN PARK CENTER,Aluguel  Apartamento 1 quarto com varanda em Águas Claras! Apartamento um quarto com área de lazer em Águas Claras!  Q... 12/02/23
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-recanto-das-emas-recanto-das-emas-df-quadra-308-656598,"Quadra 308, RECANTO DAS EMAS, RECANTO DAS EMAS",450,,,50 m²,1 Quarto,,,,"KIT COM APROXIMADAMENTE 45m², 01 QUARTO SUÍTE, SALA/COZINHA COM MESA ESTILO BANCADA DE GRANITO E COM ARMÁRIOS ACIMA E AB... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-676821,"QMSW 5, SUDOESTE, BRASILIA",1.2,,,30 m²,1 Quarto,1 Vaga,,QMSW 05 LOTE 02 BLOCO B - ED. MONTBLANC- KIT DIVIDIDA COM ARMÁRIOS - SUDOESTE,"Alugue sem Fiador, sem burocracia e sem taxa de adesão, pagando apenas 10% do valor do aluguel mensal. Aprovação media... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-ceilandia-norte-ceilandia-df-qnm-8-conjunto-p-668764,"QNM 8 Conjunto P, CEILANDIA NORTE, CEILANDIA",1.3,,,33 m²,1 Quarto,,,,"KIT COM: SALA, COZINHA AMERICANA COM ARMÁRIOS E BALCÃO DE GRANITO, GELADEIRA, MESA COM 4 CADEIRAS, SUGGAR E COOKTOP, QUA... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-716-bloco-h-698125,"SCRN 716 Bloco H, ASA NORTE, BRASILIA",1,,,35 m²,1 Quarto,,,SCRN 716 BL H - ASA NORTE,"SCRN 716 BL H - ASA NORTE - SALA, 01 QUARTO, COZINHA COM ARMÁRIOS, BANHEIRO EM BLINDEX E VARANDA. OBS. 01: O IMÓVEL... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-octogonal-brasilia-df-aos-04-5-686884,"AOS 04/5, OCTOGONAL, BRASILIA",1.5,,,41 m²,1 Quarto,,,AOS 04/05 ED PAMPULHA 02 QUARTOS - SENDO UM REVERSÍVEL COM ARMÁRIOS - AR CONDICIONADO,"PÚBLIO IMÓVEIS ALUGA APARTAMENTO DE 02 QUARTOS, SENDO UM REVERSÍVEL EM AOS 04/05, COMPOSTO POR: - SALA, - 02 QUARTOS, S... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-samambaia-sul-samambaia-df-quadra-101-686549,"Quadra 101, SAMAMBAIA SUL, SAMAMBAIA",850,,,38 m²,1 Quarto,,,"AP14451 - QD 101, RESIDENCIAL STILO FLEX 1 QUARTO 38M². AGENDE SUA VISITA!","AP14451 - Qd 101, Residencial Stilo Flex 1 quarto 38m². Agende sua visita! Imóvel composto por sala e quarto vão livre... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-guara-i-guara-df-agricola-aguas-claras-chacara-62-683813,"Agrícola Águas Claras Chacará 62, GUARA I, GUARA",850,,,30 m²,1 Quarto,,,,"Apartamento com 1 quarto com guarda roupas, armário na cozinha, área de serviço e banheiro com box. Excelente localizaçã... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-rua-33-480582,"Rua 33, SUL, AGUAS CLARAS",1.7,,,35 m²,1 Quarto,1 Suíte,,"ÁGUAS CLARAS (SUL) | APARTAMENTO 1 QUARTO, SENDO 1 SUITE","Le Club - Apartamento 1 Quarto Imóvel em localização privilegiada, próximo ao metro, uma grande variedade de comércio n... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-areal-aguas-claras-df-qs-9-rua-100-685880,"QS 9 Rua 100, AREAL, AGUAS CLARAS",1,,,34 m²,1 Quarto,1 Suíte,,,Condominio Julia Residence Alugo 1 quarto foi colocado divisória revertendo para 2 quartos Cozinha Sala Cozinha ... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-samambaia-norte-samambaia-df-qn-204-conjunto-1a-679196,"QN 204 Conjunto 1A, SAMAMBAIA NORTE, SAMAMBAIA",800,,,50 m²,1 Quarto,,,,"ATENDIMENTO DE SEGUNDA A SEXTA DE 08:30 AS 17H. 0004 - QN 204, CJ A1, Lt 06 Apto 102, Samambaia Norte. Apartamento com a... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-706-707-bloco-h-692142,"SCRN 706/707 Bloco H, ASA NORTE, BRASILIA",1.1,,,33 m²,1 Quarto,,,,"Alugo apartamento de quarto, sala, cozinha, banheiro, vazado lateralmente, 2º andar, sem elevador, sem garagem. Muitíssi... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-norte-aguas-claras-df-alameda-dos-eucaliptos-quadra-107-area-especial-13-688774,"Alameda dos Eucaliptos Quadra 107 Área Especial 13, NORTE, AGUAS CLARAS",1.2,,,33 m²,1 Quarto,1 Suíte,1 Vaga,QD. 107 - ALAMEDA DOS EUCALIPTOS - RESIDENCIAL CONQUEST - ÁGUAS CLARAS,ÓTIMO APARTAMENTO QD. 107 - ALAMEDA DOS EUCALIPTOS - RESIDENCIAL CONQUEST - ÁGUAS CLARAS APARTAMENTO COM 01 QUARTO (... 12/02/23
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-308-323962,"CLN 308, ASA NORTE, BRASILIA",1.25,,,34 m²,1 Quarto,,,"DEPENDENDO DO PONTO DE VISTA, VOCÊ E O IMÓVEL SAEM GANHANDO.","Kitnet para alugar no CLN 308, Asa Norte. Brasília. Unidade: Uma planta funcional. A luz natural que adentra as janelas... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-avenida-das-araucarias-705020,"Avenida das Araucárias, SUL, AGUAS CLARAS",1.6,,,33 m²,1 Quarto,1 Suíte,1 Vaga,"AP14612 - AV ARAUCARIAS, ABROLHOS COM 1 QUARTO, 33M² MOBILIADO. AGENDE SUA VISITA!","AP14612 - Av Araucarias, Abrolhos com 1 quarto, 33m² mobiliado. Agende sua visita! Imóvel composto por sala com rack, T... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sobradinho-sobradinho-df-quadra-2-conjunto-a-308434,"Quadra 2 Conjunto A, SOBRADINHO, SOBRADINHO",700,,,32 m²,1 Quarto,1 Suíte,,", ANGRA DOS REIS",APARTAMENTO 01 QUARTO PARA LOCAÇÃO NA QUADRA 02 CONJUNTO A DE SOBRADINHO - DF 01 QUARTO (SUÍTE); SALA; COZINHA; ÁREA D... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sao-bartolomeu-sao-sebastiao-df-quadra-2-conjunto-9-278570,"Quadra 2 Conjunto 9, SAO BARTOLOMEU, SAO SEBASTIAO",700,,,30 m²,1 Quarto,,,,"Apartamento de 1 Quarto direto com o proprietário! Temos apartamentos de 1 quarto, sala com cozinha americana e um banh... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-6-657896,"QMSW 6, SUDOESTE, BRASILIA",1.15,,,38 m²,1 Quarto,1 Vaga,,QMSW 6 LELITON GONÇALVES PERTINHO DO PARQUE DO SUDOESTE KIT SEMIMOBILIADA ACADEMIA BICICLETÁRIO MER,SALVADOR IMÓVEIS ALUGA: Apartamento no Condomínio Leliton Gonçalves - Sudoeste DO IMÓVEL : Semimobiliado ( veja os ite... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-09-696299,"CA 09, LAGO NORTE, BRASILIA",1.5,,,30 m²,1 Quarto,1 Suíte,,SHIN CA 09 - ED LIBERTY - KIT REFORMADA COM ARMÁRIOS E COPA! PREVISÃO DE DISPONIBILIDADE: 14/02.,"DALL'OCA IMÓVEIS ALUGA: Previsão de disponibilidade: 14/02. OBS: Data sujeita a alteração. Ótima kit, reformada, compo... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sqn-316-bloco-k-216553,"SQN 316 Bloco K, ASA NORTE, BRASILIA",1.5,,,40 m²,1 Quarto,,,"APARTAMENTO COM 1 DORMITÓRIO PARA ALUGAR, 40 M² POR R$ 1.500/MÊS - ASA NORTE - BRASÍLIA/DF","ALUGUEL BRUTO ---------------------------- R$ 1.765,50 DESCONTO PONTUALIDADE---------------R$ 265,50 ALUGUEL LIQUIDO ---... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-condominio-imperio-dos-nobres-sobradinho-df-mc-1-659851,"MC 1, CONDOMÍNIO IMPÉRIO DOS NOBRES, SOBRADINHO",800,,,47 m²,1 Quarto,,,,- MW Imóveis Aluga Apartamento Na Comercial do Condomínio Império Dos Nobres. - Apartamento Composto de Um Quarto; -... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-4-lote-4-515555,"QMSW 4 Lote 4, SUDOESTE, BRASILIA",1.2,,,30 m²,1 Quarto,1 Vaga,,"QMSW 04 BL 04 - ED. MONTE OLIMPO - SUDOESTE -APARTAMENTO COM 1 DORMITÓRIO PARA ALUGAR, 30 M²- SUDOES",Reformado - QMSW 04 BL 04 - ED. MONTE OLIMPO - SUDOESTE Excelente apartamento com piso flutuante composta por: Sala; c... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-samambaia-sul-samambaia-df-qn-320-conjunto-4-675264,"QN 320 Conjunto 4, SAMAMBAIA SUL, SAMAMBAIA",790,,,37 m²,1 Quarto,1 Suíte,1 Vaga,,ALUGA - EXCELENTE APARTAMENTO - CONDOMÍNIO SOLAR RESIDENCIAL - 1 QUARTO SENDO 1 SUÍTE. - SALA. - COZINHA AMERICANA. ... 12/02/23
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-samambaia-sul-samambaia-df-qn-311-conjunto-e-408447,"QN 311 Conjunto E, SAMAMBAIA SUL, SAMAMBAIA",800,,,30 m²,1 Quarto,,,"KN1047 - QN 311, KIT PARA ALUGAR COM 1 QUARTO, 30M². AGENDE SUA VISITA!","KN1047 - Qn 311, Kit para alugar com 1 quarto, 30m². Agende sua visita! Kit composto de quarto, banheiro, prédio com el... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-clsw-300b-bloco-2-459185,"CLSW 300B Bloco 2, SUDOESTE, BRASILIA",850,,,30 m²,1 Quarto,,,SUDOESTE - ED LINCOLN CENTER - KIT MOBILIADA E DIVIDIDA,"CLSW 300 B - ED LINCOLN CENTER APARTAMENTO MOBILIADO E DIVIDIDO LOCALIZADO NA MELHOR LOCALIZAÇÃO DO SUDOESTE, PRÓXIMO ... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sof-norte-setor-industrial-df-sofn-quadra-4-conjunto-f-685409,"SOFN Quadra 4 Conjunto F, SOF NORTE, SETOR INDUSTRIAL",650,,,36 m²,1 Quarto,,,"SOF/N QD 04 - ALUGO APTO DE 01 QUARTO, SALA, COZINHA E BANHEIRO",SOF/N QUADRA 04 CONJUNTO F LOTE 28 APTO 103 - 01 QUARTO - SALA - BANCADA DA COZINHA GRANITO - PIA COM CUBA EM INOX - W... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-3-lote-4-188850,"CCSW 3 Lote 4, SUDOESTE, BRASILIA",1.3,,,35 m²,1 Quarto,1 Vaga,,,"KIT 35 m² no Sudoeste - CONDOMÍNIO SILCO VARANDAS DOUBLE KIT - Com quarto, banheiro suíte, sala, cozinha americana, ar c... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-avenida-das-araucarias-271007,"Avenida das Araucárias, SUL, AGUAS CLARAS",1.6,,,38 m²,1 Quarto,1 Vaga,,ART LIFE AQUA VILAGE ART LIFE AQUA VILAGE - ÁGUAS CLARAS (SUL) | APARTAMENTO 1 QUARTO,"Apartamento Acqua Village com: - 1 Quarto com armário planejado - Banheiro social com box em blindex, armár... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-716-243750,"SCRN 716, ASA NORTE, BRASILIA",1.1,,,38 m²,1 Quarto,,,ELEVADOR SALA QUARTO COZINHA BAN SCRN 716 ELEVADOR SALA QUARTO COZINHA BANHEIRO,"Prédio com elevador Imóvel dividido em corredor, quarto, sala, cozinha e banheiro Janelas no blindex Vista livre, maior ... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-708-709-bloco-d-342765,"SCRN 708/709 Bloco D, ASA NORTE, BRASILIA",1.15,,,30 m²,1 Quarto,1 Suíte,,RES. OLIMPIA - ALUGUEL - APARTAMENTO 01 QUARTO - ASA NORTE,Empreendimento: Res. Olimpia Agende a sua visita guiada com nossa secretaria comercial Endereço.: SCLRN 708/709 Local... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-02-219558,"CA 02, LAGO NORTE, BRASILIA",1.2,,,32 m²,1 Quarto,1 Suíte,1 Vaga,EXCELENTE APARTAMENTO 1 QUARTO NO EDIFÍCIO PRATICAL SPACE NO CA DO LAGO NORTE COM 32 M²!,EXCELENTE APARTAMENTO 1 QUARTO NO EDIFÍCIO PRATICAL SPACE no CA do LAGO NORTE COM 32 m²! - Apartamento no 3° Andar - Sa... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sgas-910-500458,"SGAS 910, ASA SUL, BRASILIA",920,,,30 m²,1 Quarto,,,SGAS LOTE 3031 BLOCO G APTO 40,"Apartamento para Locação Asa Sul, Brasília Sala, copa com armário, quarto com armário e banheiro com box. MOBILIA: Sofa ... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-taguatinga-norte-taguatinga-df-qnd-15-685844,"QND 15, TAGUATINGA NORTE, TAGUATINGA",650,,,40 m²,1 Quarto,,,,"VILAR ALUGA!! KITNET NA QND 15 : *SALA/QUARTO *COZINHA *BANHEIRO * NÃO TEM GARAGEM *40M² VALOR DO ALUGUEL: R$ 650,00 ... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-nucleo-bandeirante-nucleo-bandeirante-df-terceira-avenida-blocos-1124a-1226a-612900,"Terceira Avenida Blocos 1124A/1226A, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",700,,,35 m²,1 Quarto,,,RIOS IMÓVEIS ALUGA EXCELENTE APTº DE 1 QUARTO NO NÚCLEO BANDEIRANTE/DF,RIOS IMÓVEIS ALUGA EXCELENTE APARTAMENTO DE 1 QUARTO TÉRREO NA 3ª AVENIDA LOTE 1196-A APTº 203 ED MARIANA NO NÚCLEO BAND... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-guara-ii-guara-df-qe-40-conjunto-i-567425,"QE 40 Conjunto I, GUARA II, GUARA",950,,,40 m²,1 Quarto,,,"DÁDIVA ALUGA COBERTURA R$950,00","Dádiva aluga excelente cobertura de 1 quarto; Apartamento com sala, cozinha, uma suíte e terraço com churrasqueira e ch... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-norte-aguas-claras-df-alameda-dos-eucaliptos-quadra-107-688891,"Alameda dos Eucaliptos Quadra 107, NORTE, AGUAS CLARAS",1.349,,,33 m²,1 Quarto,1 Vaga,,LOCAÇÃO APARTAMENTO 1 QUARTO NORTE ÁGUAS CLARAS,"Apartamento com 01 quarto com armário, sala com mesa de estudos, cozinha americana com armários, banheiro com box em bli... 12/02/23"
