ap_id,link,nome_bairro,algl,condo,m2tot,m2util,qts,suite,vagas,mini_desc,res_desc
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-setor-sul-gama-df-quadra-1-291036,"Quadra 1, SETOR SUL, GAMA",510,,,40 m²,1 Quarto,,,QUADRA 01 LOTE 11 QUITINETE 01,"IMOBILIÁRIA FERNANDES aluga excelente apartamento na quadra 01 do Setor Sul, na qual o mesmo possui uma sala com banheir... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-413-bloco-a-249818,"CLN 413 Bloco A, ASA NORTE, BRASILIA",850,,,35 m²,1 Quarto,,,"CLN 413 BLOCO A - KITS/SALAS COMERCIAIS, PRÉDIO NOVO COM VISTA PARA O PARQUE OU ÁREA COMERCIAL - ASA","CLN 413 BLOCO A, kits/Salas comerciais, prédio novo com vista para o parque ou área comercial, a partir de R$ 850,00 As... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-crs-516-bloco-c-647965,"CRS 516 Bloco C, ASA SUL, BRASILIA",980,,,38 m²,1 Quarto,,,CRS 516 BL C ENTRADA 60 APTO 203 ED. MONTÊS,"CRS 516 BL C ENTRADA 60 APTO 203 LOCALIZADO EM FRENDE A QUADRA RESIDENCIAL DA SQS 316 BLOCO J, ENTRADA PELA W2. SALA,... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-taguatinga-sul-taguatinga-df-qsa-4-702904,"QSA 4, TAGUATINGA SUL, TAGUATINGA",800,,,30 m²,1 Quarto,,,KITNET - TAGUATINGA SUL,"KITNET - TAGUATINGA SUL kitnet para alugar sem fiador, com um quarto-sala-cozinha com pia e banheiro. piso cerâmica, p... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-113-bloco-d-307908,"CLN 113 Bloco D, ASA NORTE, BRASILIA",900,,,30 m²,1 Quarto,,,EXCELENTE KITNET NA ASA NORTE - 01 MÊS DE CARÊNCIA! EXCELENTE KITNET NA ASA NORTE,"CLN 113 Bloco D Em localização privilegiada, quadra comercial com diversidade em produtos e serviços, no mesmo prédio de... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-guara-ii-guara-df-qe-46-conjunto-p-6072,"QE 46 Conjunto P, GUARA II, GUARA",900,,,40 m²,1 Quarto,,,"KN0304 - QE 46 COM 1 QUARTO, 40M². AGENDE SUA VISITA!","KN0304 - Qe 46 com 1 quarto, 40m². Agende sua visita! Imóvel composto por sala, sacada, 01 quarto, banheiro social, co... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-norte-aguas-claras-df-rua-3-701921,"Rua 3, NORTE, AGUAS CLARAS",1.55,,,37 m²,1 Quarto,1 Suíte,1 Vaga,RUA 03 - PIAZZA DI SPAGNA - 01 QUARTO SEMI-MOBILIADO - AGUAS CLARAS DF,Urbanic Imóveis aluga Aqui tudo é rápido e sem burocracia Aprovação mediante a análise de cadastro Pensando em sua com... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-norte-aguas-claras-df-rua-19-447940,"Rua 19, NORTE, AGUAS CLARAS",1.5,,,38 m²,1 Quarto,1 Vaga,,ÁGUAS CLARAS (NORTE) | APARTAMENTO 1 QUARTO,Duo Residence- 1 quarto O imóvel dispõe de: - 1 quarto com armário e ar condicionado - sala com ar condicionado - cozin... 12/02/23
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-914-676018,"SGAN 914, ASA NORTE, BRASILIA",1.35,,,30 m²,1 Quarto,1 Vaga,,SGAN 914 ED. SOUTH BEACH,"SGAN 914 ED. SOUTH BEACH, KIT C/SALA C/VARANDA, QUARTO C/ARMÁRIO, COZINHA C/ARMÁRIOS, BANHEIRO C/BOX E ARMÁRIO, 01 VAGA ... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-clsw-102-bloco-a-121067,"CLSW 102 Bloco A, SUDOESTE, BRASILIA",1.3,,,39 m²,1 Quarto,,,"CLSW 102 BLOCO A - ED. SAINT JAMES - KITNET COM 1 DORMITÓRIO PARA ALUGAR, 39 M² - SUDOESTE - BRASÍL","CLSW 102 BLOCO A - ED. SAINT JAMES Excelente kit espaçosa, com iluminação e ventilação natural. Possui um quarto com va... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-02-682753,"CA 02, LAGO NORTE, BRASILIA",1.3,,,41 m²,1 Quarto,1 Vaga,,,"Apto. de 1 qto muitos armários no quarto, cortina e persiana, sala ampla p/2 ambientes, mesa vidro blindex fixa ao lado ... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-avenida-jacaranda-695261,"Avenida Jacarandá, SUL, AGUAS CLARAS",1.3,,,37 m²,1 Quarto,1 Vaga,,"11º ANDAR - REFORMADO, CONCEPT BOUTIQUE RESIDENCE","Residencial Concept - Apartamento composto de sala com mesa fixa, banqueta, rack fixo e painel; quarto com armário, espe... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-setor-de-industrias-bernardo-sayao-nucleo-bandeirante-df-quadra-2-conjunto-b-601688,"Quadra 2 Conjunto B, SETOR DE INDUSTRIAS BERNARDO SAYAO, NUCLEO BANDEIRANTE",750,,,35 m²,1 Quarto,,,"RIOS IMÓVEIS ALUGA EXCELENTE APARTAMENTO DE 01 QUARTO NO SIBS, NÚCLEO BANDEIRANTE/DF","IMOBILIÁRIA RIOS ALUGA EXCELENTE APARTAMENTO DE 01 QUARTO LOCALIZADO NA QUADRA 2 CONJUNTO B LOTE 1-E APTº 104, SIBS NÚC... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-norte-aguas-claras-df-rua-36-127522,"Rua 36, NORTE, AGUAS CLARAS",1.3,,,36 m²,1 Quarto,1 Vaga,,RUA 36 NORTE - 01 QUARTO COM ARMÁRIO -ED. PRIVILEGE - ÁGUAS CLARAS/DF,"Sala; Quarto com armário; Cozinha com armários, depurador de ar e bancada; Área de serviço Garagem. Prédio em frente... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-411-bloco-b-148049,"CLN 411 Bloco B, ASA NORTE, BRASILIA",850,,,33 m²,1 Quarto,,,SCLN 411 BLOCO B - 1 QUARTO,"SCLN 411 BLOCO B Apartamento composto por 1 quarto, sala, cozinha e banheiro. Piso cerâmica. Área útil: 33,38m² Cond... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-itapoa-i-paranoa-df-quadra-1-conjunto-m-645163,"Quadra 1 Conjunto M, ITAPOA I, PARANOA",700,,,49 m²,1 Quarto,1 Vaga,,"ALUGO APARTAMENTO 1 QUARTO NO ITAPOÃ, PRÓXIMO DO NOVO ULTRABOX ITAPOÃ!","Alugo EXCELENTE apartamento de 1 quarto no itapoã, próximo do novo Ultrabox. Composto de um quarto, sala, cozinha, banh... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-09-14201,"CA 09, LAGO NORTE, BRASILIA",1,,,30 m²,1 Quarto,1 Vaga,,"APARTAMENTO COM 1 DORMITÓRIO PARA ALUGAR, 30 M² POR R$ 1.652,65/MÊS - LAGO NORTE - BRASÍLIA/DF",Excelente kit mobiliada com 01 MÊS DE ALUGUEL GRÁTIS - SHIN CA 09 LOTE 10 - SILCO BOULEVARD Composta por sala com armár... 12/02/23
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-6-lote-2-bloco-b-581495,"QMSW 6 Lote 2 Bloco B, SUDOESTE, BRASILIA",1.2,,,40 m²,1 Quarto,1 Vaga,,"KITNET COM 1 DORMITÓRIO PARA ALUGAR, 40 M² POR R$ 1.969,55/MÊS - SUDOESTE - BRASÍLIA/DF",A J Fleury aluga excelente kitinete no Ed The Grand. Descrição: - Sala conjugada com a cozinha e vista livre; - Quarto... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-quadra-204-478097,"Quadra 204, SUL, AGUAS CLARAS",1,,,33 m²,1 Quarto,1 Vaga,,", EDIFÍCIO ALFA MIX","QUARTO COM ARMÁRIOS, COZINHA COM ARMÁRIOS, BANHEIRO, PISO CERÂMICA, PORTEIRO 24 HORAS E GARAGEM 153.!! *** Os valores ... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-setor-de-industrias-bernardo-sayao-nucleo-bandeirante-df-quadra-2-conjunto-b-610903,"Quadra 2 Conjunto B, SETOR DE INDUSTRIAS BERNARDO SAYAO, NUCLEO BANDEIRANTE",800,,,35 m²,1 Quarto,,,"RIOS IMÓVEIS ALUGA EXCELENTE APARTAMENTO DE 1 QUARTO NO SIBS, NÚCLEO BANDEIRANTE/DF","IMOBILIÁRIA RIOS ALUGA EXCELENTE APARTAMENTO DE 1 QUARTO LOCALIZADO NA QUADRA 2 CONJUNTO B LOTE 1-E APTº 201, SIBS NÚC... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-696218,"QMSW 5, SUDOESTE, BRASILIA",1.25,,,30 m²,1 Quarto,1 Vaga,,QMSW 05 ED MONT SERRAT,"PÚBLIO IMÓVEIS ALUGA KITNET NO ED MONT SERRAT, COMPOSTO POR: - SALA COM DUAS POLTRONAS, RACK E BANCADA DE ESTUDO, - 01 ... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sul-aguas-claras-df-quadra-205-628754,"Quadra 205, SUL, AGUAS CLARAS",1.4,,,31 m²,1 Quarto,1 Suíte,1 Vaga,"ÁGUAS CLARAS (SUL) | KITNET 1 QUARTO, SENDO 1 SUITE",Residencial Paço Línea - 1 Quarto O imóvel dispõe de: - 1 suíte com armários; - Sala; - Cozinha americana com planejad... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-riacho-fundo-riacho-fundo-df-qs-12-conjunto-3a-705036,"QS 12 Conjunto 3A, RIACHO FUNDO, RIACHO FUNDO",1,,,35 m²,1 Quarto,1 Suíte,,"PRÓXIMO A MERCADOS, PARADA DE ÔNIBUS AO LADO DA CASA LOTÉRICAS",JDM IMÓVEIS ALUGA: ----------- APARTAMENTO: - 01 quarto - 01 banheiro com box - Cozinha com planejados - Sala Alug... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-samambaia-sul-samambaia-df-qr-504-conjunto-2-690709,"QR 504 Conjunto 2, SAMAMBAIA SUL, SAMAMBAIA",650,,,40 m²,1 Quarto,,,,"Apartamento na QR 504, Samambaia Sul! 1 quarto, 1 banheiro, cozinha americana, cerâmica, 40m², térreo. Valor com descon... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-vila-planalto-brasilia-df-rua-3-611954,"Rua 3, VILA PLANALTO, BRASILIA",1.4,,,40 m²,1 Quarto,,,EXCELENTE APARTAMENTO VILA PLANALTO!!!,"_______ELLA IMÓVEIS ALUGA!_______ EXCELENTE APARTAMENTO VILA PLANALTO!!! COM SALA, COZINHA AMERICANA, QUARTO, WC SOCIA... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-rua-copaiba-86032,"Rua COPAIBA, SUL, AGUAS CLARAS",1.6,,,33 m²,1 Quarto,1 Suíte,1 Vaga,DF PLAZA - ALUGUEL - APARTAMENTO 01 QUARTO - MOBILIADO - AGUAS CLARAS,"DF CENTURY PLAZA Tipologia: Apartamento de 01 Quarto com armário, sala com varanda e cozinha americana; Mobiliário: Ap... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-115-bloco-b-445548,"CLN 115 Bloco B, ASA NORTE, BRASILIA",900,,,31 m²,1 Quarto,,,ASA NORTE - CLN 115 BLOCO B - VISTA PARA DENTRO DA QUADRA,- Agende sua visita - 61.9.8504.0000 - 61. 3322.8484 - Excelente Quadra (SCLN 115); - Unidade frente para a quadra resid... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-nucleo-bandeirante-nucleo-bandeirante-df-avenida-contorno-area-especial-7-705250,"Avenida Contorno Área Especial 7, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",1.2,,,34 m²,1 Quarto,1 Vaga,,"ED. CARIBE, NÚCLEO BANDEIRANTE - APARTAMENTO COM ARMÁRIOS E VAGA DE GARAGEM","Está a procura de um apartamento repleto de armários na cozinha, já equipado com guarda roupa e precisa também de uma va... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-714-bloco-h-622719,"SCLRN 714 Bloco H, ASA NORTE, BRASILIA",1,,,32 m²,1 Quarto,,,ÓTIMO APARTAMENTO DE 01 QUARTO NA SCLRN 714 BL H PERTO DE GRANDES COMERCIOS E REDES DE SUPERMERCADOS,SCLRN 714 BL H ENT 13 APT 204 -SALA -COPA COM TANQUE -BANHEIRO SOCIAL COM BLINDEX -01 QUARTO COM ARMÁRIO -PISO CERÃMIC... 12/02/23
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sul-aguas-claras-df-rua-copaiba-414337,"Rua COPAIBA, SUL, AGUAS CLARAS",1.4,,,33 m²,1 Quarto,1 Vaga,,"KITNET PARA ALUGAR, 33 M² POR R$ 1.815,40/MÊS - SUL - ÁGUAS CLARAS/DF","Trabalhamos com 04 (quatro) formas de garantia: Fiadores, Seguro Fiança, Título de Capitalização e Velo: 1) FIADORES: P... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-samambaia-sul-samambaia-df-qs-111-conjunto-h-108276,"QS 111 Conjunto H, SAMAMBAIA SUL, SAMAMBAIA",700,,,36 m²,1 Quarto,1 Vaga,,APARTAMENTO DE 1 QUARTO COM 36 METROS QUADRADOS EM SAMAMBAIA SUL,"Ótimo apartamento em Samambaia Sul ! Excelente espaço com aproximadamente 36 m²,, bem iluminado e arejado. Cozinha com... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-eqrsw-2-3-701568,"EQRSW 2/3, SUDOESTE, BRASILIA",830,,,30 m²,1 Quarto,,,,EXECUTIVA IMÓVEIS ALUGA! APARTAMENTO NO ED CARTIER (EQRSW 2/3 AE 02 APTO 35 RD. CARTIER - SUDOESTE) - SALA / VARAND... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-guara-ii-guara-df-rua-3-58531,"Rua 3, GUARA II, GUARA",1.6,,,44 m²,1 Quarto,1 Suíte,,"APARTAMENTO COM 1 DORMITÓRIO PARA ALUGAR, 44 M² POR R$ 1.680,58/MÊS - GUARÁ II - GUARÁ/DF",IMOVEL EM PROCESSO DE DESOCUPAÇÃO EM BREVE SERA DISPONIBILIZADOS PARA VISITAS ATENÇÃO: Os valores anunciados poderão so... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-avenida-das-araucarias-697184,"Avenida das Araucárias, SUL, AGUAS CLARAS",1.55,,,38 m²,1 Quarto,1 Suíte,1 Vaga,LOCAÇÃO APARTAMENTO 1 QUARTO SUL ÁGUAS CLARAS,Av. Araucárias - Edifício Real Quality - Nascente - Excelente Oportunidade!!! Localização Privilegiada - Entre a Estaçã... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-avenida-jacaranda-41296,"Avenida Jacarandá, SUL, AGUAS CLARAS",1.4,,,41 m²,1 Quarto,1 Vaga,,RESID CONCEPT - REFORMADO RESID CONCEPT - REFORMADO -1ª LOCAÇÃO,"Residencial Concept - Apartamento composto de sala com mesa fixa, banqueta, rack fixo e painel; quarto com armário, espe... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-norte-aguas-claras-df-rua-24-690311,"Rua 24, NORTE, AGUAS CLARAS",1.25,,,34 m²,1 Quarto,1 Suíte,1 Vaga,", LA BELLE MAISON PERSONNALISÉE EXCELENTE OPORTUNIDADE",FEROLA - VENCEDORA PELO 10º ANO CONSECUTIVO DO PRÊMIO COLIBRI ALUGA: RUA 24 LT 09/11 – LA BELLE MAISON PERSONNALISEÉ -... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-riacho-fundo-riacho-fundo-df-cln-5-bloco-a-173166,"CLN 5 Bloco A, RIACHO FUNDO, RIACHO FUNDO",1,,,30 m²,1 Quarto,,,,"Ótimo Apartamento no Riacho fundo 1 , situado na CLN 05 Bloco A , Apartamento de 1 Quarto bem iluminado, apresenta sal... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-912-228729,"SGAN 912, ASA NORTE, BRASILIA",1.7,,,32 m²,1 Quarto,1 Vaga,,,ÓTIMA OPORTUNIDADE DE MORAR BEM NA ASA SUL Período MÍNIMO de 3 meses SE ENCONTRA COM A ENERGIA DESLIGADA O MELHOR PON... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-samambaia-sul-samambaia-df-qs-308-conjunto-1-664181,"QS 308 Conjunto 1, SAMAMBAIA SUL, SAMAMBAIA",650,,,50 m²,1 Quarto,,,"QS 308 CONJUNTO 1 LOTE 10 - APARTAMENTO COM 1 DORMITÓRIO PARA ALUGAR, 50 M² POR R$ 880/MÊS - SAMAMBA","QS 308 Conjunto 1 Lote 10 - Apartamento com 1 dormitório para alugar, 50 m² por R$ 880/mês - Samambaia Sul - Samambaia/D... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-guara-ii-guara-df-qe-46-area-especial-3-610059,"QE 46 Área Especial 3, GUARA II, GUARA",1,,,30 m²,1 Quarto,,,"KN1167 - QE 46 ED VALENTINA, 1 QUARTO 30M². AGENDE SUA VISITA!","KN1167 - Qe 46, Ed Valentina, 1 quarto 30m². Agende sua visita! Imóvel composto por sala ampla com banheiro, box em vid... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-guara-ii-guara-df-qe-40-688770,"QE 40, GUARA II, GUARA",500,,,34 m²,1 Quarto,,,QE 40 RUA 18 - POLO DE MODAS - APARTAMENTO 1 QUARTO,Próximo ao corpo de bombeiros. Imóvel com: - Sala; - 01 Quarto; - Cozinha Americana; - Banheiro Social; - Varanda. Tod... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-quadra-205-684993,"Quadra 205, SUL, AGUAS CLARAS",1.49,,,35 m²,1 Quarto,1 Vaga,,PAÇO LÍNEA ÁGUAS CLARAS: SEMI MOBILIADO C/ GARAGEM E LAZER,:: Paço Línea Águas Claras: Semi mobiliado c/ garagem e lazer O APTO . Andar alto (16º) . 35 m2 . Apto semi-mob... 12/02/23
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-scrn-716-bloco-d-233381,"SCRN 716 Bloco D, ASA NORTE, BRASILIA",760,,,38 m²,1 Quarto,,,"KITNET DIVIDIDA COM 1 DORMITÓRIO PARA ALUGAR, 38 M² POR R$ 1.247/MÊS - ASA NORTE - BRASÍLIA/DF","Ótima Kit na SCRN 716 da Asa Norte. Kit com 38m², dividida, sem varanda virado para dentro, situado no 1° andar do edif... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-quadra-206-681916,"Quadra 206, SUL, AGUAS CLARAS",1.2,,,30 m²,1 Quarto,1 Vaga,,"MOBILIADO, BERCY VILLAGE, LAZER COMPLETO, BERCY VILLAGE ESTUDIOS ESTÁ NO CENTRO DE AGUAS CLARAS, A 30 METROS DO PÃO DE AÇUCAR, ATRÁS DO SHOPPING AGUAS CLARAS","Ótimo apartamento de um quarto, mobiliado, Edifício Bercy Villge quadra 206 sul, lazer completo, com lavanderia, piscina... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-guara-ii-guara-df-rua-15-631213,"Rua 15, GUARA II, GUARA",750,,,40 m²,1 Quarto,,,,Venha Conhecer!!! QE 40 Rua 15 Lote 50 Apartamento 404 – Polo de Modas – Guará II – DF. Alugo apartamento composto de ... 12/02/23
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-taguatinga-sul-taguatinga-df-qse-16-694525,"QSE 16, TAGUATINGA SUL, TAGUATINGA",600,,,30 m²,1 Quarto,,,RUA QUE DÁ ACESSO A BOCA DA MATA,"Cód: 00776.017 Promoção, 1º (primeiro) mês de aluguel grátis. (Condomínio e demais taxas não inclusas na promoção) ... 12/02/23"
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-307-bloco-a-612058,"CLN 307 Bloco A, ASA NORTE, BRASILIA",1.05,,,33 m²,1 Quarto,,,"RESIDENCIAL BIG CENTER KITINET DIVIDIDA 2º ANDAR EM ASA NORTE, EXCELENTE LOCALIZAÇÃO, VENHA CONFERI","RESIDENCIAL BIG CENTER KITINET DIVIDIDA 2º ANDAR EM ASA NORTE, EXCELENTE LOCALIZAÇÃO, VENHA CONFERIR! - Sala - Cozinh... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-avenida-das-araucarias-678942,"Avenida das Araucárias, SUL, AGUAS CLARAS",1.65,,,50 m²,1 Quarto,1 Vaga,,"APARTAMENTO PARA LOCAÇÃO EM BRASÍLIA, SUL (ÁGUAS CLARAS), 1 DORMITÓRIO, 1 BANHEIRO, 1 VAGA",ENDEREÇO: Avenida das Araucárias LTS 14 BLOCO A APT 1509 - ED BLEND - ÁGUAS CLARAS UM EXCELENETE APARATAMENTO DE 01... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-guara-ii-guara-df-qe-40-conjunto-m-678887,"QE 40 Conjunto M, GUARA II, GUARA",780,,,35 m²,1 Quarto,,,,EXECUTIVA IMÓVEIS ALUGA! APARTAMENTO NO CONJUNTO M (QE 40 CONJUNTO M LOTE 13 APTO 302 - 1 QUARTO - SALA - COZINHA COM... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-guara-ii-guara-df-qe-38-conjunto-i-386448,"QE 38 Conjunto I, GUARA II, GUARA",690,,,30 m²,1 Quarto,,,,EXECUTIVA IMÓVEIS ALUGA! APARTAMENTO NA QE 38 (QE 38 CONJUNTO I LOTE 51 APTO 202) - 1 QUARTO - SALA - COZINHA - BANHEI... 12/02/23
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-lote-7-bloco-c-326003,"QMSW 5 Lote 7 Bloco C, SUDOESTE, BRASILIA",1.65,,,35 m²,1 Quarto,1 Vaga,,EXCELENTE KITINETE EM ÓTIMA LOCALIZAÇÃO!!!,"_______ELLA IMÓVEIS ALUGA!_______ EXCELENTE KIT, REFORMADA!!! ÓTIMA LOCALIZAÇÃO, SALA COM MESA, ESTANTE, AR CONDICION... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-taguatinga-norte-taguatinga-df-qne-9-197628,"QNE 9, TAGUATINGA NORTE, TAGUATINGA",650,,,40 m²,1 Quarto,,,APARTAMENTO DE 01 QUARTO NA QNE 09,Cód. 21100.016 Apartamento de 28m² bem localizado e bem ventilado 01 (um) quarto com varanda 01 (um) banheiro 01 (uma) ... 12/02/23
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-colonia-agricola-samambaia-vicente-pires-df-chacara-130-297911,"Chacará 130, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",510,,,30 m²,1 Quarto,,,COLONIA AGRÍCOLA SAMAMBAIA - CHÁCARA 130 - KIT,Kit Colônia Agrícola Samambaia - Kit dividida; - WC Social; - Comércio estabelecido; - Excelente localização. VENHA MA... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-riacho-fundo-riacho-fundo-df-qs-14-611662,"QS 14, RIACHO FUNDO, RIACHO FUNDO",550,,,30 m²,1 Quarto,,,,"EXCELENTE APARTAMENTO!! COMPOSTO POR: 01 QUARTO, SALA COM PAINEL , PIA DE COZINHA , BANHEIRO COM BOX EM BLINDEX, ÁREA AP... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-cln-307-bloco-d-696342,"CLN 307 Bloco D, ASA NORTE, BRASILIA",950,,,30 m²,1 Quarto,,,CLN 307 BLOCO D - ASA NORTE,"DISPONÍVEL Aluga-se excelente kitnet mobiliada na CLN 307 Bloco D. Localização privilegiada, com fácil acesso a W3 No... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sul-aguas-claras-df-quadra-210-625383,"Quadra 210, SUL, AGUAS CLARAS",1.7,,,50 m²,1 Quarto,1 Vaga,,QD 210 SUL ED.YES C/01 QTO/BELÍSSIMO,"QD 210 SUL ED.YES, BELÍSSIMO APARTAMENTO COM SALA C/VARANDA GOURMET, 01 QUARTO C/AR CONDICIONADO E ARMÁRIO, BANHEIRO C/B... 12/02/23"
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-norte-aguas-claras-df-rua-36-697672,"Rua 36, NORTE, AGUAS CLARAS",1.35,,,37 m²,1 Quarto,1 Suíte,1 Vaga,", EDIFÍCIO PALM BEACH ARMÁRIO NA COZINHA, QUARTO E BANHEIRO",Ed Privilege Residence - Aguas Claras Norte - Rua 36 JCMAX VENDE - 1 QT - Aguas Claras - Rua 36 Rua 36 - Ed Privilege ... 12/02/23
,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-316-bloco-a-666781,"CLN 316 Bloco A, ASA NORTE, BRASILIA",900,,,30 m²,1 Quarto,,,QUARTO COM VARANDA LOCALIZADO NA SCLN 316 BL A.,ALUGUE SEM FIADOR PESSOA FISICA! KITNET LOCALIZADA NA SCLN 316 BL A KIT 107 -SALA COM VARANDA - COPA - BANHEIRO - QUA... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-taguatinga-norte-taguatinga-df-qng-28-494480,"QNG 28, TAGUATINGA NORTE, TAGUATINGA",650,,,38 m²,1 Quarto,,,QNG 28 LOTE 24 AP 103 - 01 QUARTO - LOCALIZAÇÃO PRIVILEGIADA - COMÉRCIO ESTRUTURADO,Oferta Apto Locação Taguatinga - 01 Quarto; - Sala e cozinha americana; - Excelente espaço interno; - WC Social amplo. ... 12/02/23
,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-samambaia-sul-samambaia-df-qr-312-conjunto-4-a-704132,"QR 312 Conjunto 4 A, SAMAMBAIA SUL, SAMAMBAIA",1.1,,,50 m²,1 Quarto,,,ÓTIMO APARTAMENTO DE 1 QUARTO!,Apartamento em samambaia sul - QR 312 Aluga-se apartamento no Residencial Conquista na QR 312 de Samambaia Sul com móve... 12/02/23
